    reftest_runner_test.go:134: Found 99 WPT reftest files
    reftest_runner_test.go:148: Summary: 99/99 passed, 0 failed
--- PASS: TestWPTReftests (3.62s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/size-adjust.tentative.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/small-caps-001.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/small-caps-002.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/standard-font-family-2.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/standard-font-family-6.html (0.07s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/standard-font-family-7.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/standard-font-family.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/synthetic-bold-out-of-capabilities-range.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/synthetic-bold-space-width.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/synthetic-oblique-out-of-capabilities-range.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/system-ui-mixed.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/test-synthetic-italic-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/test-synthetic-italic-3.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-fonts/variation-sequences.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-fonts/web-font-no-longer-accessible-when-stylesheet-removed.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/anonymous-grid-items-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/anonymous-grid-items-002.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/child-border-box-and-max-content-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/child-border-box-and-max-content-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/chrome-bug-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/display-inline-grid.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/dynamic-grid-with-auto-fill.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/dynamic-grid-within-flexbox.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/empty-grid-within-flexbox.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/firefox-bug-1881495.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/fr-unit-with-percentage.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/fr-unit.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-auto-columns-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-auto-flow-column-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-auto-rows-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-autoflow-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-calc-margin.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-child-percent-basis-resize-1.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-as-flex-item-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-as-flex-item-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-as-flex-item-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-baseline-synthesized-001.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-baseline-synthesized-002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-baseline-synthesized-003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-container-baseline-synthesized-004.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-content-distribution-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-content-distribution-002.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-content-distribution-003.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-content-distribution-004.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-explicit-placement-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-flex-spanning-items-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-fr-fixed-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-fragmentation-between-rows-001-print.tentative.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-gap-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-in-table-cell-with-img.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-item-non-auto-height-stretch-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-item-non-auto-height-stretch-002.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-item-non-auto-height-stretch-003.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-item-non-auto-height-stretch-004.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-item-percentage-quirk-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-item-percentage-quirk-002.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-layout-basic.html (0.08s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-named-lines-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-placement-span-rows-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-relayout-with-nested-grid.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-span-column-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-template-areas-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-with-aspect-ratio-uses-content-box-height-for-track-sizing.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-with-content-dynamic-display-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-with-content-dynamic-display-002.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-with-dynamic-img.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/grid-with-orthogonal-child-within-flexbox.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-within-flexbox-definite-change.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/grid-within-flexbox-indefinite.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/img-src-changes.html (0.07s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/layout-algorithm/grid-template-flexible-rerun-track-sizing.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/min-size-auto-overflow-clip.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/nested-grid-item-block-size-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/relative-grandchild.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/repeat-auto-fill-001.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-grid/repeat-fixed-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/stretch-grid-item-button-overflow.html (0.06s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/stretch-grid-item-checkbox-input.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/stretch-grid-item-radio-input.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-grid/stretch-grid-item-text-input-overflow.html (0.06s)
    --- PASS: TestWPTCSS3Reftests/css-grid/subgrid-basic-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/subgrid-noop-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-grid/table-grid-item-dynamic-001.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-grid/table-grid-item-dynamic-002.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-grid/table-grid-item-dynamic-003.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-grid/table-grid-item-dynamic-004.html (0.05s)
    --- PASS: TestWPTCSS3Reftests/css-grid/whitespace-reattach.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-hyphens/hyphens-manual-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-hyphens/hyphens-none-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/color-stop-currentcolor.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-angle-negative.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-angle.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-basic-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-center.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-from-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-line-height-relative-units-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/conic-gradient-line-height-relative-units-002.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/conic-gradient-line-height-relative-units-003.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/conic-gradient-line-height-relative-units-004.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/cross-fade-basic.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/cross-fade-natural-size.html (0.08s)
    --- FAIL: TestWPTCSS3Reftests/css-images/cross-fade-premultiplied-alpha.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/cross-fade-target-alpha.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/css-image-fallbacks-and-annotations.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/css-image-fallbacks-and-annotations002.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/css-image-fallbacks-and-annotations003.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/css-image-fallbacks-and-annotations004.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/css-image-fallbacks-and-annotations005.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/gradient-border-box.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/gradient-button.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/gradient-content-box.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/gradient-move-stops-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/gradient-move-stops.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/gradient-refcrash.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/gradients-with-border.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/gradients-with-transparent.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/image-set-basic-001.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/image-set-webkit-001.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/infinite-radial-gradient-refcrash.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/linear-gradient-1.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/linear-gradient-2.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/linear-gradient-body-sibling-index.html (0.00s)
    --- FAIL: TestWPTCSS3Reftests/css-images/linear-gradient-calc-em-units.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/linear-gradient-non-square.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/linear-gradient-sibling-index.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-conic-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-conic.html (0.04s)
    --- SKIP: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-linear-2.html (0.01s)
    --- FAIL: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-linear.html (0.04s)
    --- SKIP: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-radial-2.html (0.01s)
    --- FAIL: TestWPTCSS3Reftests/css-images/multiple-position-color-stop-radial.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-conic-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-conic-degenerate.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-conic.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/normalization-linear-2.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-linear-degenerate.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/normalization-linear.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-radial-2.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-radial-3.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-radial-4.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/normalization-radial-degenerate.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/normalization-radial.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-001c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-001e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-001i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-001o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-002c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-002e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-002i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-002o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-png-002p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-001e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-001i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-001o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-002e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-002i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-002o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-002p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-003e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-003i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-003o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-003p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-004e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-004i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-004o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-004p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-005e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-005i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-005o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-005p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-006e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-006i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-006o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-contain-svg-006p.html (0.03s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-containcontainintrinsicsize-png-001c.tentative.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-containcontainintrinsicsize-png-001e.tentative.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-containcontainintrinsicsize-png-001i.tentative.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-containcontainintrinsicsize-png-001p.tentative.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-containsize-png-001c.tentative.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-containsize-png-001e.tentative.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-containsize-png-001i.tentative.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-containsize-png-001p.tentative.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-001c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-001e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-001i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-001o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-002c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-002e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-002i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-002o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-png-002p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-001e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-001i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-001o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-002e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-002i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-002o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-002p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-003e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-003i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-003o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-003p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-004e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-004i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-004o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-004p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-005e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-005i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-005o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-005p.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-006e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-006i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-006o.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-cover-svg-006p.html (0.05s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-dyn-aspect-ratio-001.html (0.04s)
    --- FAIL: TestWPTCSS3Reftests/css-images/object-fit-dyn-aspect-ratio-002.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-001c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-001e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-001i.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-001o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-002c.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-002e.html (0.03s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-002i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-002o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-png-002p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-001e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-001i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-001o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-001p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-002e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-002i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-002o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-002p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-003e.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-003i.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-003o.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-003p.html (0.04s)
    --- PASS: TestWPTCSS3Reftests/css-images/object-fit-fill-svg-004e.html (0.04s)
